roi_idx,panel_id,x0,x1,y0,y1,correlation,rmse,mse,max_abs_diff,sum_ratio,localization,n_pixels,n_masked
17,0,1121,1133,673,685,0.5860388487070305,13.476863674170913,181.6258544921875,123.83492279052734,1.5470210511841789,1.0,144,0
18,0,1607,1619,689,701,0.7207956241783862,15.277497562189147,233.4019317626953,118.39495849609375,0.8241187162239155,1.0,144,0
19,0,1520,1532,691,703,0.6122460056636788,1729.9779622873814,2992823.75,14864.9716796875,1.3963368060237362,1.0,144,0
20,0,166,178,693,705,0.19599862352962336,12.288401300354522,151.0048065185547,66.19757080078125,7.0265832931359835,1.0,144,0
21,0,1648,1660,736,748,0.4900844640741187,14.701626351625608,216.1378173828125,73.80817413330078,0.12318671587236625,1.0,144,0
22,0,1395,1407,740,752,0.7074965373240345,16.716186098675347,279.4308776855469,151.29794311523438,0.7125406120357286,1.0,144,0
23,0,1008,1020,756,768,0.933738653278694,394.341777523001,155505.4375,4367.2763671875,0.4264853293137175,1.0,144,0
24,0,719,731,760,772,0.8031879835198912,207.86483363594718,43207.7890625,2142.672607421875,2.211244454888227,1.0,144,0
25,0,534,546,774,786,0.4589056443181131,16.327420364580522,266.58465576171875,120.36543273925781,3.3576452112277946,1.0,144,0
26,0,1690,1702,784,796,0.3056893653125925,4.1599547431391395,17.30522346496582,18.838302612304688,0.06489515873410973,1.0,144,0
27,0,1089,1101,811,823,0.9445384917530064,502.66912576763656,252676.25,4382.5068359375,0.5605526477563284,1.0,144,0
28,0,1356,1368,875,887,0.26759346072769785,3.5945139197412863,12.920530319213867,18.377832412719727,0.5928318147868861,1.0,144,0
29,0,601,613,884,896,0.24790886223540973,21.72463948924124,471.9599609375,169.93296813964844,4.253400227459459,1.0,144,0
30,0,1727,1739,921,933,0.5559121126537201,2.704398059398427,7.3137688636779785,12.438005447387695,0.37656062437253285,1.0,144,0
31,0,1357,1369,961,973,0.9035147141816385,1000.9643162970397,1001929.5625,8009.8349609375,1.0029759756558305,1.0,144,0
32,0,1098,1110,985,997,0.630189070291236,98.75157732126358,9751.8740234375,610.4563598632812,0.9665660643078013,1.0,144,0
33,0,1210,1222,994,1006,0.5291313564247233,3.9572859867567627,15.660112380981445,21.703514099121094,0.2093600183664674,1.0,144,0
34,0,1396,1408,1003,1015,0.3706589615850863,9.525367597560335,90.73262786865234,51.15190124511719,0.933636382998792,1.0,144,0
35,0,872,884,1007,1019,0.7905877799253154,20.716465336421564,429.17193603515625,86.0965805053711,0.25141451269933235,1.0,144,0
36,0,100,112,1009,1021,0.6187455805645976,4.148346233621179,17.208776473999023,26.49284553527832,1.0916693947842977,1.0,144,0
37,0,1026,1038,1022,1034,0.0164883956789934,217.20303002030153,47177.15625,1885.9693603515625,9.00349033616468,0.5,144,0
38,0,953,965,1057,1069,0.6916528105853623,3889.9825192409285,15131964.0,35061.5,1.120569587344301,1.0,108,36
39,0,717,729,1120,1132,0.5773883576132022,2.629316504834055,6.913305282592773,13.78451156616211,0.5123809237789219,1.0,144,0
40,0,257,269,1127,1139,0.7966753214655002,368.48363260801693,135780.1875,2353.087890625,1.9955175302723949,1.0,144,0
41,0,377,389,1136,1148,0.8116874682984385,2.4008597900175768,5.764127731323242,8.267485618591309,0.4607777067389521,1.0,144,0
42,0,435,447,1141,1153,0.5564176293821417,25.222260298212397,636.1624145507812,213.90924072265625,2.365774350378528,1.0,144,0
43,0,2042,2054,1142,1154,0.741975417317157,5.374421554312336,28.88440704345703,39.39842987060547,1.0192459642275389,1.0,144,0
44,0,1182,1194,1153,1165,0.3918718259251991,8.19757252560171,67.2001953125,59.19910430908203,1.222065830407673,1.0,144,0
45,0,1694,1706,1302,1314,0.8878846466035749,2144.718862695062,4599819.0,17023.41796875,1.3702312477251173,1.0,144,0
46,0,1228,1240,1314,1326,0.6536517832420976,1.3548559733065877,1.835634708404541,4.539369583129883,0.7389452302034276,1.0,144,0
47,0,1998,2010,1321,1333,0.758458866621857,48.381005360445954,2340.7216796875,387.56256103515625,1.5614066396461268,1.0,144,0
48,0,1490,1502,1329,1341,0.6288016585861218,2.879139780746186,8.289445877075195,10.40385913848877,0.30156217758960036,1.0,144,0
49,0,895,907,1338,1350,0.901183688815174,71.06902042425025,5050.8056640625,502.6527099609375,1.2231711021657152,1.0,144,0
50,0,1158,1170,1349,1361,0.8485438209217981,6.363712265750984,40.49683380126953,42.85289764404297,0.7444490396874145,1.0,144,0
51,0,1946,1958,1362,1374,0.8061091788663799,363.5527815874883,132170.625,3107.67578125,1.190527749558891,1.0,144,0
52,0,1459,1471,1407,1419,0.4556807369285738,41.80600367601973,1747.741943359375,302.449462890625,1.1500902952345011,1.0,144,0
53,0,1538,1550,1413,1425,0.7858114079278296,774.8943476371472,600461.25,7057.05859375,1.035289530824506,1.0,144,0
54,0,820,832,1419,1431,0.817022523014798,6.726379037585928,45.24417495727539,47.759765625,0.34671934852463465,1.0,144,0
55,0,451,463,1418,1430,0.6709958985940037,1.883178865236521,3.5463626384735107,9.118924140930176,0.7978934748874961,1.0,144,0
56,0,144,156,1425,1437,0.6645247313828601,1.244430580066659,1.5486074686050415,7.360464572906494,1.0126016769153805,1.0,144,0
57,0,695,707,1506,1518,0.9156619117467356,1045.7734577813687,1093642.125,7001.66796875,1.174081019802931,1.0,144,0
58,0,1170,1182,1513,1525,0.17952775580430402,6.084444266827728,37.02046203613281,30.975400924682617,1.0763258799465139,1.0,144,0
59,0,1357,1369,1524,1536,0.5001502043172679,398.41553370821276,158734.9375,3829.830078125,2.978096443351577,1.0,144,0
60,0,945,957,1549,1561,0.9706548081939481,1042.6909896992493,1087204.5,7499.62158203125,0.5441858195906113,1.0,144,0
61,0,2046,2058,1557,1569,0.6749173832134807,426.9759031549673,182308.421875,3232.97412109375,1.5241775768901304,1.0,144,0
62,0,1286,1298,1561,1573,0.37045419015582853,405.48452883556484,164417.703125,3610.93896484375,13.594338033297374,1.0,144,0
63,0,1101,1113,1596,1608,0.7603153074799642,13.753926219454405,189.1704864501953,107.80650329589844,0.9948099780708304,1.0,144,0
64,0,394,406,1616,1628,0.2286872342161908,5.136799696367912,26.38671112060547,31.10404396057129,0.2609261613298706,1.0,144,0
65,0,335,347,1621,1633,0.9087400039405851,17.347298693821358,300.92877197265625,99.87966918945312,1.6965915546067092,1.0,144,0
66,0,272,284,1627,1639,0.9580024388173255,28.68555957489761,822.861328125,174.7879638671875,1.6533815162035441,1.0,144,0
67,0,207,219,1632,1644,0.27134721863258937,2.5909486833008275,6.713015079498291,20.916988372802734,0.16933500279095257,1.0,144,0
68,0,2012,2024,1649,1661,0.7815167091273033,225.73338809312193,50955.5625,1655.768798828125,0.9012887184535697,1.0,144,0
69,0,1412,1424,1659,1671,0.6226139427467101,7.42983844976783,55.20249938964844,55.34028244018555,0.6700802409965877,1.0,144,0
70,0,601,613,1701,1713,0.9301270595238033,181.40933729069735,32909.34765625,1276.16455078125,1.2952459636063924,1.0,144,0
71,0,1813,1825,1713,1725,0.9408530786890912,254.9465477065732,64997.7421875,1904.379150390625,0.9263392570075437,1.0,144,0
72,0,647,659,1748,1760,0.8694205699205212,355.4276363586546,126328.8046875,2672.0478515625,1.5301470069583496,1.0,144,0
73,0,1271,1283,1789,1801,0.4399032212347409,50.02804389321304,2502.80517578125,323.62103271484375,1.5506702214480825,1.0,144,0
74,0,1689,1701,1791,1803,0.9022607677053904,337.3284980919934,113790.515625,2902.55029296875,0.6008120337911551,1.0,144,0
75,0,1701,1713,1846,1858,0.18130197335109433,8.781587098734274,77.11627197265625,76.98184204101562,1.1015127633667432,1.0,144,0
76,0,1717,1729,1904,1916,0.5726448200151433,537.4224362640622,288822.875,3688.898193359375,7.734508308423827,1.0,96,48
77,0,1732,1744,1961,1973,0.18649714052793026,9.188940648900909,84.43663024902344,43.40859603881836,0.4122038651692593,1.0,144,0
78,0,1304,1316,2071,2083,0.5499420267822426,73.37741890710487,5384.24560546875,588.8892211914062,2.6934909384523262,1.0,144,0
79,0,914,926,2132,2144,0.8307515371116846,134.00691592460817,17957.853515625,832.5733642578125,0.9236482690772997,1.0,144,0
80,0,1403,1415,2149,2161,0.43950764298647355,21.792619012138104,474.9182434082031,186.8241729736328,3.038292749024094,1.0,144,0
81,0,2365,2377,2155,2167,0.39651154275420764,5.019638784718751,25.196773529052734,25.80080223083496,0.9182482369684836,1.0,144,0
82,0,1497,1509,2165,2177,0.18827068371083808,2.88028744984979,8.296055793762207,19.514190673828125,1.83906199526807,1.0,144,0
83,0,1851,1863,2185,2197,0.07292349285105942,2.2188530481613054,4.923308849334717,8.851960182189941,0.40155604255506333,1.0,144,0
84,0,1186,1198,2198,2210,0.7173969454233916,78.00058530930232,6084.09130859375,615.7997436523438,1.790544919507171,1.0,144,0
85,0,863,875,2286,2298,0.5638201579711694,5.3749810151940345,28.89042091369629,37.87214279174805,2.7518687016245345,1.0,144,0
86,0,1947,1959,2296,2308,-0.040748402521966126,2.520011442097921,6.350457668304443,17.939916610717773,1.3834771466718405,0.5,144,0
87,0,2225,2237,2329,2341,-0.04023962508066036,68.84444152512424,4739.55712890625,319.671630859375,18.34181816430917,0.5,102,42
88,0,600,612,2332,2344,0.02446181878544876,6.666553528143573,44.442935943603516,53.72789764404297,0.4519857718443185,0.5,144,0
89,0,2063,2075,2423,2435,0.0422477096960824,4.57045522613679,20.889060974121094,27.580862045288086,0.47875391064175943,1.0,144,0
90,0,462,474,2463,2475,0.5962548360444938,9.037741469749145,81.68077087402344,47.37251281738281,1.8448705447333313,1.0,144,0
91,0,1783,1795,2490,2502,0.8045803072003362,7.887621015052613,62.21456527709961,54.841392517089844,0.3906876259232246,1.0,144,0
